"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.tweets","Answer.Q1","Answer.Q2","Answer.Q3","Approve","Reject"
"307FVKVSYR84OQCPC0IWE89J1E947D","32TFGTUJLPX7SUONN4KYSB3FBTSIPD","Deliberation in News Discussions","Please read the given tweet and label it according to the dimensions described","news, deliberation","$0.01","Fri Oct 23 17:07:00 PDT 2020","3","BatchId:4228186;OriginalHitTemplateId:928390828;","3600","259200","Fri Oct 30 17:07:00 PDT 2020","","","37C0GNLMHGW176F7C3JZZIZF7NY6DR","A1O4TRWZO664V3","Submitted","Sun Oct 25 19:35:29 PDT 2020","Sun Oct 25 19:35:48 PDT 2020","Wed Oct 28 19:35:48 PDT 2020","","","","19","0% (0/0)","0% (0/0)","0% (0/0)","Who won #Debate2020 tonight? @RealDonaldTrump=THUGLIFE! https://t.co/gu32qu4Nxa","Related to Trump","Supportive of Trump","N/A"
"307FVKVSYR84OQCPC0IWE89J1E947D","32TFGTUJLPX7SUONN4KYSB3FBTSIPD","Deliberation in News Discussions","Please read the given tweet and label it according to the dimensions described","news, deliberation","$0.01","Fri Oct 23 17:07:00 PDT 2020","3","BatchId:4228186;OriginalHitTemplateId:928390828;","3600","259200","Fri Oct 30 17:07:00 PDT 2020","","","3NGI5ARFTUYFPHH0B6YD4GPNCKKP12","A23WTODPHXZ68Y","Submitted","Fri Oct 23 20:37:55 PDT 2020","Fri Oct 23 20:46:02 PDT 2020","Mon Oct 26 20:46:02 PDT 2020","","","","487","0% (0/0)","0% (0/0)","0% (0/0)","Who won #Debate2020 tonight? @RealDonaldTrump=THUGLIFE! https://t.co/gu32qu4Nxa","Related to Trump","Unsupportive of Trump","N/A"
"3DWGDA5POFXP7HG27G2AMOIJBC61VP","32TFGTUJLPX7SUONN4KYSB3FBTSIPD","Deliberation in News Discussions","Please read the given tweet and label it according to the dimensions described","news, deliberation","$0.01","Fri Oct 23 17:07:00 PDT 2020","3","BatchId:4228186;OriginalHitTemplateId:928390828;","3600","259200","Fri Oct 30 17:07:00 PDT 2020","","","3EFE17QCRDYN6KI65C5SR8A5GTNSHK","A23WTODPHXZ68Y","Submitted","Fri Oct 23 20:41:24 PDT 2020","Fri Oct 23 20:59:03 PDT 2020","Mon Oct 26 20:59:03 PDT 2020","","","","1059","0% (0/0)","0% (0/0)","0% (0/0)","Donald Trump falsely accused 5 Black and brown teens — known as the “Central Park 5” — of rape. He even paid for this full-page ad to publicly call for their executions! ALL of them were exonerated 20 years ago and Trump has NEVER admitted this racist failure! #Debate2020 https://t.co/oMj9wXFczr","Related to Trump","Unsupportive of Trump","N/A"
"3DWGDA5POFXP7HG27G2AMOIJBC61VP","32TFGTUJLPX7SUONN4KYSB3FBTSIPD","Deliberation in News Discussions","Please read the given tweet and label it according to the dimensions described","news, deliberation","$0.01","Fri Oct 23 17:07:00 PDT 2020","3","BatchId:4228186;OriginalHitTemplateId:928390828;","3600","259200","Fri Oct 30 17:07:00 PDT 2020","","","3I0BTBYZAYE9R6OJ6AQW32ZPBY3Y0Q","A1S88VQY8G8CNC","Submitted","Fri Oct 23 23:58:37 PDT 2020","Fri Oct 23 23:59:18 PDT 2020","Mon Oct 26 23:59:18 PDT 2020","","","","41","0% (0/0)","0% (0/0)","0% (0/0)","Donald Trump falsely accused 5 Black and brown teens — known as the “Central Park 5” — of rape. He even paid for this full-page ad to publicly call for their executions! ALL of them were exonerated 20 years ago and Trump has NEVER admitted this racist failure! #Debate2020 https://t.co/oMj9wXFczr","Related to Trump","Unsupportive of Trump","N/A"
"3LXX8KJXPW2C62A0AHVP626UDVX9O4","32TFGTUJLPX7SUONN4KYSB3FBTSIPD","Deliberation in News Discussions","Please read the given tweet and label it according to the dimensions described","news, deliberation","$0.01","Fri Oct 23 17:07:01 PDT 2020","3","BatchId:4228186;OriginalHitTemplateId:928390828;","3600","259200","Fri Oct 30 17:07:01 PDT 2020","","","33IZTU6J82UKSAILAGNEUUYZ5S4XSZ","A1S88VQY8G8CNC","Submitted","Sun Oct 25 09:46:33 PDT 2020","Sun Oct 25 09:47:03 PDT 2020","Wed Oct 28 09:47:03 PDT 2020","","","","30","0% (0/0)","0% (0/0)","0% (0/0)","Top stories of the week: #EnvironmentalHealth at #Debate2020; pollution's multi-generational impacts; time to replace your couch – all from #journalists at EHN: https://t.co/zaajYSxwQR","Unclear","N/A","N/A"
"3LXX8KJXPW2C62A0AHVP626UDVX9O4","32TFGTUJLPX7SUONN4KYSB3FBTSIPD","Deliberation in News Discussions","Please read the given tweet and label it according to the dimensions described","news, deliberation","$0.01","Fri Oct 23 17:07:01 PDT 2020","3","BatchId:4228186;OriginalHitTemplateId:928390828;","3600","259200","Fri Oct 30 17:07:01 PDT 2020","","","3LO69W1SU46M2BS51XQ9UMK99Z2GLV","A23WTODPHXZ68Y","Submitted","Fri Oct 23 20:35:21 PDT 2020","Fri Oct 23 20:39:04 PDT 2020","Mon Oct 26 20:39:04 PDT 2020","","","","223","0% (0/0)","0% (0/0)","0% (0/0)","Top stories of the week: #EnvironmentalHealth at #Debate2020; pollution's multi-generational impacts; time to replace your couch – all from #journalists at EHN: https://t.co/zaajYSxwQR","Unclear","N/A","N/A"
"3APP19WN7171W6R4ORF5HJ6QW8Y6G3","32TFGTUJLPX7SUONN4KYSB3FBTSIPD","Deliberation in News Discussions","Please read the given tweet and label it according to the dimensions described","news, deliberation","$0.01","Fri Oct 23 17:07:01 PDT 2020","3","BatchId:4228186;OriginalHitTemplateId:928390828;","3600","259200","Fri Oct 30 17:07:01 PDT 2020","","","3JV9LGBJWU7U8WV2EP61M3O3447OGK","A23WTODPHXZ68Y","Submitted","Fri Oct 23 20:36:55 PDT 2020","Fri Oct 23 20:43:51 PDT 2020","Mon Oct 26 20:43:51 PDT 2020","","","","416","0% (0/0)","0% (0/0)","0% (0/0)","Trump said, “All talk and no action, these politicians.” Incredible, isn’t it? Such a clear admission of his own practice. Pure psychological projection. This is one for the history (humor) books.
#Debate2020","Related to Trump","Unsupportive of Trump","N/A"
"32CAVSKPCEIPU2R22QS5Q2G0X5WU1S","32TFGTUJLPX7SUONN4KYSB3FBTSIPD","Deliberation in News Discussions","Please read the given tweet and label it according to the dimensions described","news, deliberation","$0.01","Fri Oct 23 17:07:01 PDT 2020","3","BatchId:4228186;OriginalHitTemplateId:928390828;","3600","259200","Fri Oct 30 17:07:01 PDT 2020","","","3X3OR7WPZ0T79WMNIZEL293BLGPL8K","A23WTODPHXZ68Y","Submitted","Fri Oct 23 20:36:27 PDT 2020","Fri Oct 23 20:42:33 PDT 2020","Mon Oct 26 20:42:33 PDT 2020","","","","366","0% (0/0)","0% (0/0)","0% (0/0)","Suppose the Dem candidate at the debate last night lied with complete impunity like Don did.

The always-grovel-to-Donald Repubs would be screaming their hypocritical heads off.

Once groveling scum, always groveling scum--no fair play for Repubs.

#LiarInChief #Biden #Debate2020","Related to Trump|Related to Biden","Unsupportive of Trump","Supportive of Biden"
"34HEO7RUG6NT8YCLUFQTWSMJU0YRA9","32TFGTUJLPX7SUONN4KYSB3FBTSIPD","Deliberation in News Discussions","Please read the given tweet and label it according to the dimensions described","news, deliberation","$0.01","Fri Oct 23 17:07:01 PDT 2020","3","BatchId:4228186;OriginalHitTemplateId:928390828;","3600","259200","Fri Oct 30 17:07:01 PDT 2020","","","35GMH2SV3FAWOIZB8UGDM03RROTOE4","A23WTODPHXZ68Y","Submitted","Fri Oct 23 20:44:37 PDT 2020","Fri Oct 23 21:01:03 PDT 2020","Mon Oct 26 21:01:03 PDT 2020","","","","986","0% (0/0)","0% (0/0)","0% (0/0)","Facts #Debates2020 #Debate2020 https://t.co/jnSamI3yaL","Unclear","Unclear","Unclear"
"34HEO7RUG6NT8YCLUFQTWSMJU0YRA9","32TFGTUJLPX7SUONN4KYSB3FBTSIPD","Deliberation in News Discussions","Please read the given tweet and label it according to the dimensions described","news, deliberation","$0.01","Fri Oct 23 17:07:01 PDT 2020","3","BatchId:4228186;OriginalHitTemplateId:928390828;","3600","259200","Fri Oct 30 17:07:01 PDT 2020","","","3W8CV64QJ3S515M7W651AD5FPEVH9E","A1S88VQY8G8CNC","Submitted","Sun Oct 25 09:40:12 PDT 2020","Sun Oct 25 09:40:30 PDT 2020","Wed Oct 28 09:40:30 PDT 2020","","","","18","0% (0/0)","0% (0/0)","0% (0/0)","Facts #Debates2020 #Debate2020 https://t.co/jnSamI3yaL","Unclear","N/A","N/A"
"3W1K7D6QSBA7TZ34AAK2D68OLZ2ZB5","32TFGTUJLPX7SUONN4KYSB3FBTSIPD","Deliberation in News Discussions","Please read the given tweet and label it according to the dimensions described","news, deliberation","$0.01","Fri Oct 23 17:07:01 PDT 2020","3","BatchId:4228186;OriginalHitTemplateId:928390828;","3600","259200","Fri Oct 30 17:07:01 PDT 2020","","","3FE7TXL1LJG7EE0BUNDG94P29NOQ2H","A23WTODPHXZ68Y","Submitted","Fri Oct 23 21:10:03 PDT 2020","Fri Oct 23 21:27:20 PDT 2020","Mon Oct 26 21:27:20 PDT 2020","","","","1037","0% (0/0)","0% (0/0)","0% (0/0)","Hardest #debate2020 meme  https://t.co/Mp8KoDIqMx","Unclear","N/A","N/A"
"3X2YVV51PUX2M6G7XQ768Q1XIL81WZ","32TFGTUJLPX7SUONN4KYSB3FBTSIPD","Deliberation in News Discussions","Please read the given tweet and label it according to the dimensions described","news, deliberation","$0.01","Fri Oct 23 17:07:01 PDT 2020","3","BatchId:4228186;OriginalHitTemplateId:928390828;","3600","259200","Fri Oct 30 17:07:01 PDT 2020","","","3SNVL38CI5LY1TUIEBIPPVMFM8RKCA","A1S88VQY8G8CNC","Submitted","Fri Oct 23 23:55:54 PDT 2020","Fri Oct 23 23:56:21 PDT 2020","Mon Oct 26 23:56:21 PDT 2020","","","","27","0% (0/0)","0% (0/0)","0% (0/0)","""We're rounding the corner."" @realDonaldTrump  #Debate2020 https://t.co/TA3UFv1lRn","Related to Trump","Unclear","N/A"
"3X2YVV51PUX2M6G7XQ768Q1XIL81WZ","32TFGTUJLPX7SUONN4KYSB3FBTSIPD","Deliberation in News Discussions","Please read the given tweet and label it according to the dimensions described","news, deliberation","$0.01","Fri Oct 23 17:07:01 PDT 2020","3","BatchId:4228186;OriginalHitTemplateId:928390828;","3600","259200","Fri Oct 30 17:07:01 PDT 2020","","","3TMFV4NEP97NKQYMMDLNBKKRJNUW8P","A23WTODPHXZ68Y","Submitted","Fri Oct 23 20:45:15 PDT 2020","Fri Oct 23 21:01:47 PDT 2020","Mon Oct 26 21:01:47 PDT 2020","","","","992","0% (0/0)","0% (0/0)","0% (0/0)","""We're rounding the corner."" @realDonaldTrump  #Debate2020 https://t.co/TA3UFv1lRn","Related to Trump","Supportive of Trump","N/A"
"3BDORL6HKK6H1D9JETMK2NC7U3JRCB","32TFGTUJLPX7SUONN4KYSB3FBTSIPD","Deliberation in News Discussions","Please read the given tweet and label it according to the dimensions described","news, deliberation","$0.01","Fri Oct 23 17:07:01 PDT 2020","3","BatchId:4228186;OriginalHitTemplateId:928390828;","3600","259200","Fri Oct 30 17:07:01 PDT 2020","","","34Q075JO1Y6C10DGULJNPFOF5L701O","A1S88VQY8G8CNC","Submitted","Sun Oct 25 09:46:06 PDT 2020","Sun Oct 25 09:46:33 PDT 2020","Wed Oct 28 09:46:33 PDT 2020","","","","27","0% (0/0)","0% (0/0)","0% (0/0)","Ice Cream Brand Launches “Emotional Support” Package for Election Week https://t.co/U7ulWn0iqv via @VegNews #expowest #cpg #marketing #advertising #debate2020 #Vote2020","Unclear","N/A","N/A"
"3BDORL6HKK6H1D9JETMK2NC7U3JRCB","32TFGTUJLPX7SUONN4KYSB3FBTSIPD","Deliberation in News Discussions","Please read the given tweet and label it according to the dimensions described","news, deliberation","$0.01","Fri Oct 23 17:07:01 PDT 2020","3","BatchId:4228186;OriginalHitTemplateId:928390828;","3600","259200","Fri Oct 30 17:07:01 PDT 2020","","","3NS0A6KXC5167099GYHI21V7O9EGZK","A23WTODPHXZ68Y","Submitted","Fri Oct 23 21:09:09 PDT 2020","Fri Oct 23 21:27:08 PDT 2020","Mon Oct 26 21:27:08 PDT 2020","","","","1079","0% (0/0)","0% (0/0)","0% (0/0)","Ice Cream Brand Launches “Emotional Support” Package for Election Week https://t.co/U7ulWn0iqv via @VegNews #expowest #cpg #marketing #advertising #debate2020 #Vote2020","Unclear","N/A","N/A"
"3TTPFEFXCTDFW2MF8XXN2JIRB8B6H2","32TFGTUJLPX7SUONN4KYSB3FBTSIPD","Deliberation in News Discussions","Please read the given tweet and label it according to the dimensions described","news, deliberation","$0.01","Fri Oct 23 17:07:01 PDT 2020","3","BatchId:4228186;OriginalHitTemplateId:928390828;","3600","259200","Fri Oct 30 17:07:01 PDT 2020","","","3O6CYIULEEULIN5ZPGMS7C2GGEMUW3","A23WTODPHXZ68Y","Submitted","Fri Oct 23 20:47:10 PDT 2020","Fri Oct 23 21:03:18 PDT 2020","Mon Oct 26 21:03:18 PDT 2020","","","","968","0% (0/0)","0% (0/0)","0% (0/0)","I better Get My Way or Else..!@&amp;
 #debate #Debate2020 #debates #LockHimUp #TrumpVirus
#TrumpIsPathetic #TrumpMeltdown #TrumpForPrison2020 #TrumpforPrison https://t.co/C88r7nVcAe","Related to Trump","Unsupportive of Trump","N/A"
"3BC9H1KCYU5ZCCRA9FEFMDC7P6GWYR","32TFGTUJLPX7SUONN4KYSB3FBTSIPD","Deliberation in News Discussions","Please read the given tweet and label it according to the dimensions described","news, deliberation","$0.01","Fri Oct 23 17:07:01 PDT 2020","3","BatchId:4228186;OriginalHitTemplateId:928390828;","3600","259200","Fri Oct 30 17:07:01 PDT 2020","","","30MVJZJNHN61SBHXK68MMQLU1X59JY","A23WTODPHXZ68Y","Submitted","Fri Oct 23 20:59:47 PDT 2020","Fri Oct 23 21:16:09 PDT 2020","Mon Oct 26 21:16:09 PDT 2020","","","","982","0% (0/0)","0% (0/0)","0% (0/0)","One of the best tweets on the #Debate2020 
.@Twitter https://t.co/lx4ycS0fCd","Unclear","Unclear","Unclear"
